Detailed Statistics Airborne Time  
Origin Airport: Seattle, WA: Seattle/Tacoma International (SEA)
Destination Airport: Dallas/Fort Worth, TX: Dallas/Fort Worth International (DFW)
Airline: American Airlines Inc. (AA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2023

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Origin Airport,Destination Airport,Airborne Time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AA","09/21/2023","1326","N928AM","SEA","DFW","201","0","0","0","0","0"
"AA","09/21/2023","1992","N139AN","SEA","DFW","215","0","0","0","0","0"
"AA","09/21/2023","2371","N194UW","SEA","DFW","229","0","0","20","0","0"
"AA","09/21/2023","2748","N122NN","SEA","DFW","214","0","0","0","0","0"
"AA","09/21/2023","2767","N421UW","SEA","DFW","224","0","0","0","0","0"
"AA","09/21/2023","2769","N140AN","SEA","DFW","237","15","0","27","0","11"
"AA","09/22/2023","0668","N404AN","SEA","DFW","194","0","0","0","0","23"
"AA","09/22/2023","0993","N164NN","SEA","DFW","202","0","0","0","0","0"
"AA","09/22/2023","1326","N976UY","SEA","DFW","187","0","0","0","0","0"
"AA","09/22/2023","1992","N987AM","SEA","DFW","186","8","0","0","0","10"
"AA","09/22/2023","2371","N904AA","SEA","DFW","192","0","0","0","0","0"
"AA","09/22/2023","2748","N987AM","SEA","DFW","197","0","0","0","0","0"
"AA","09/22/2023","2767","N437AN","SEA","DFW","189","0","0","0","0","0"
"AA","09/22/2023","2769","N445AA","SEA","DFW","184","42","0","0","0","26"
"AA","09/23/2023","0668","N987AM","SEA","DFW","187","69","0","0","0","84"
"AA","09/23/2023","0993","N421UW","SEA","DFW","188","0","0","0","0","0"
"AA","09/23/2023","2371","N138AN","SEA","DFW","193","80","0","0","0","0"
"AA","09/23/2023","2748","N142AN","SEA","DFW","190","0","0","0","0","0"
"AA","09/23/2023","2767","N445AA","SEA","DFW","192","19","0","0","0","52"
"AA","09/23/2023","2769","N461AN","SEA","DFW","187","52","0","0","0","20"
"AA","09/24/2023","0993","N986AN","SEA","DFW","189","0","0","0","0","0"
"AA","09/24/2023","1326","N508AY","SEA","DFW","200","0","0","0","0","0"
"AA","09/24/2023","1992","N995AN","SEA","DFW","188","0","0","0","0","0"
"AA","09/24/2023","2371","N445AA","SEA","DFW","190","0","0","0","0","0"
"AA","09/24/2023","2748","N150NN","SEA","DFW","189","23","0","4","0","412"
"AA","09/24/2023","2767","N403AN","SEA","DFW","188","0","0","0","0","0"
"AA","09/24/2023","2769","N423AN","SEA","DFW","189","0","0","0","0","0"
"AA","09/25/2023","0668","N464AA","SEA","DFW","196","0","0","0","0","0"
"AA","09/25/2023","0993","N128AN","SEA","DFW","205","0","0","0","0","0"
"AA","09/25/2023","1326","N161UW","SEA","DFW","197","0","0","0","0","0"
"AA","09/25/2023","1992","N161AA","SEA","DFW","204","15","0","0","0","0"
"AA","09/25/2023","2371","N154AA","SEA","DFW","208","0","0","0","0","0"
"AA","09/25/2023","2748","N581UW","SEA","DFW","207","0","0","0","0","0"
"AA","09/25/2023","2767","N465AN","SEA","DFW","208","0","0","0","0","0"
"AA","09/25/2023","2769","N409AA","SEA","DFW","203","16","0","0","0","47"
"AA","09/26/2023","0668","N453AA","SEA","DFW","207","0","0","0","0","0"
"AA","09/26/2023","0993","N991AU","SEA","DFW","207","0","0","0","0","0"
"AA","09/26/2023","2371","N928AM","SEA","DFW","202","0","0","0","0","0"
"AA","09/26/2023","2748","N128AN","SEA","DFW","203","0","0","0","0","0"
"AA","09/26/2023","2767","N453AA","SEA","DFW","201","0","0","0","0","0"
"AA","09/26/2023","2769","N143AN","SEA","DFW","203","0","0","0","0","0"
"AA","09/27/2023","0668","N165US","SEA","DFW","196","0","0","0","0","0"
"AA","09/27/2023","0993","N986AN","SEA","DFW","197","0","0","0","0","0"
"AA","09/27/2023","1326","N982VJ","SEA","DFW","198","0","0","0","0","0"
"AA","09/27/2023","1992","N151AN","SEA","DFW","191","19","0","0","0","267"
"AA","09/27/2023","2371","N414AL","SEA","DFW","197","0","0","0","0","0"
"AA","09/27/2023","2748","N904AA","SEA","DFW","202","0","0","0","0","0"
"AA","09/27/2023","2767","N407AN","SEA","DFW","194","3","0","0","0","13"
"AA","09/27/2023","2769","N924US","SEA","DFW","195","37","0","0","0","0"
"AA","09/28/2023","0668","N449AN","SEA","DFW","196","0","0","0","0","0"
"AA","09/28/2023","0993","N902AA","SEA","DFW","199","0","0","0","0","0"
"AA","09/28/2023","1326","N925UY","SEA","DFW","193","0","0","0","0","0"
"AA","09/28/2023","1992","N902AA","SEA","DFW","201","1015","0","0","0","0"
"AA","09/28/2023","2371","N124AA","SEA","DFW","198","0","0","0","0","0"
"AA","09/28/2023","2748","N143AN","SEA","DFW","203","0","0","0","0","0"
"AA","09/28/2023","2767","N405AN","SEA","DFW","196","0","0","0","0","0"
"AA","09/28/2023","2769","N433AN","SEA","DFW","192","0","0","0","0","0"
"AA","09/29/2023","0668","N458AL","SEA","DFW","189","0","0","0","0","0"
"AA","09/29/2023","0993","N131NN","SEA","DFW","198","0","0","0","0","0"
"AA","09/29/2023","1326","N189UW","SEA","DFW","210","0","0","0","0","0"
"AA","09/29/2023","1992","N151AN","SEA","DFW","213","0","0","0","0","0"
"AA","09/29/2023","2371","N122NN","SEA","DFW","198","0","0","0","0","0"
"AA","09/29/2023","2748","N142AN","SEA","DFW","193","0","0","0","0","0"
"AA","09/29/2023","2767","N427AN","SEA","DFW","203","0","0","0","0","0"
"AA","09/29/2023","2769","N419AN","SEA","DFW","201","0","0","0","0","0"
"AA","09/30/2023","0668","N418AN","SEA","DFW","203","0","0","0","0","0"
"AA","09/30/2023","0993","N120EE","SEA","DFW","220","6","0","4","0","736"
"AA","09/30/2023","2371","N125AA","SEA","DFW","214","0","0","0","0","0"
"AA","09/30/2023","2748","N143AN","SEA","DFW","210","0","0","0","0","0"
"AA","09/30/2023","2767","N459AN","SEA","DFW","216","0","0","0","0","0"
"AA","09/30/2023","2769","N416AN","SEA","DFW","212","60","0","0","0","0"
"AA","10/01/2023","0993","N152AA","SEA","DFW","227","0","0","0","0","0"
"AA","10/01/2023","1326","N537UW","SEA","DFW","204","0","0","0","0","0"
"AA","10/01/2023","1992","N143AN","SEA","DFW","215","0","0","0","0","0"
"AA","10/01/2023","2371","N437AN","SEA","DFW","212","0","0","33","0","0"
"AA","10/01/2023","2748","N132AN","SEA","DFW","212","0","0","0","0","0"
"AA","10/01/2023","2767","N459AN","SEA","DFW","214","6","0","18","0","0"
"AA","10/01/2023","2769","N435AN","SEA","DFW","210","0","0","0","0","0"
"AA","10/02/2023","0668","N409AA","SEA","DFW","209","0","0","0","0","0"
"AA","10/02/2023","0993","N997AA","SEA","DFW","205","0","0","0","0","0"
"AA","10/02/2023","1326","N998AN","SEA","DFW","199","0","0","0","0","0"
"AA","10/02/2023","1992","N156AN","SEA","DFW","212","10","0","0","0","17"
"AA","10/02/2023","2371","N900UW","SEA","DFW","203","0","0","0","0","0"
"AA","10/02/2023","2748","N151AN","SEA","DFW","208","0","0","0","0","0"
"AA","10/02/2023","2767","N432AN","SEA","DFW","224","0","0","0","0","0"
"AA","10/02/2023","2769","N418AN","SEA","DFW","237","5","0","32","0","0"
"AA","10/03/2023","0668","N431AN","SEA","DFW","194","0","0","0","0","0"
"AA","10/03/2023","0993","N131NN","SEA","DFW","208","0","0","0","0","0"
"AA","10/03/2023","2371","N407AN","SEA","DFW","200","0","0","0","0","0"
"AA","10/03/2023","2748","N995AN","SEA","DFW","199","0","0","0","0","0"
"AA","10/03/2023","2767","N135NN","SEA","DFW","195","9","0","0","0","22"
"AA","10/03/2023","2769","N404AN","SEA","DFW","190","0","0","0","0","0"
"AA","10/04/2023","0668","N991AU","SEA","DFW","189","0","0","0","0","0"
"AA","10/04/2023","0993","N906AA","SEA","DFW","196","0","0","0","0","0"
"AA","10/04/2023","1326","N971UY","SEA","DFW","201","0","0","0","0","0"
"AA","10/04/2023","1992","N133AN","SEA","DFW","0","0","0","0","0","0"
"AA","10/04/2023","2371","N412UW","SEA","DFW","201","0","0","0","0","0"
"AA","10/04/2023","2748","N145AN","SEA","DFW","194","0","0","0","0","0"
"AA","10/04/2023","2767","N404AN","SEA","DFW","209","15","0","0","0","0"
"AA","10/04/2023","2769","N414AL","SEA","DFW","0","0","0","0","0","0"
"AA","10/04/2023","2955","N139AN","SEA","DFW","198","0","0","0","0","0"
"AA","10/05/2023","0668","N448AN","SEA","DFW","0","0","0","0","0","0"
"AA","10/05/2023","1326","N152UW","SEA","DFW","195","0","0","0","0","0"
"AA","10/05/2023","1667","N930AU","SEA","DFW","196","0","0","0","0","0"
"AA","10/05/2023","1992","N145AN","SEA","DFW","202","0","0","0","0","0"
"AA","10/05/2023","2371","N900UW","SEA","DFW","197","15","0","8","0","0"
"AA","10/05/2023","2748","N128AN","SEA","DFW","204","0","0","0","0","0"
"AA","10/05/2023","2767","N119NN","SEA","DFW","195","0","0","0","0","0"
"AA","10/05/2023","2769","N153AN","SEA","DFW","199","11","0","0","0","6"
"AA","10/06/2023","0668","N442AN","SEA","DFW","197","0","0","0","0","0"
"AA","10/06/2023","1326","N136AN","SEA","DFW","200","0","0","0","0","0"
"AA","10/06/2023","1667","N977UY","SEA","DFW","202","21","0","11","0","0"
"AA","10/06/2023","1992","N142AN","SEA","DFW","198","0","0","0","0","0"
"AA","10/06/2023","2371","N127AA","SEA","DFW","197","0","0","0","0","0"
"AA","10/06/2023","2748","N165US","SEA","DFW","196","0","0","0","0","0"
"AA","10/06/2023","2767","N986AN","SEA","DFW","204","0","0","0","0","0"
"AA","10/06/2023","2769","N126AN","SEA","DFW","198","0","0","0","0","0"
"AA","10/07/2023","0668","N401AN","SEA","DFW","206","558","0","0","0","0"
"AA","10/07/2023","1326","N559UW","SEA","DFW","196","0","0","0","0","0"
"AA","10/07/2023","1667","N910AU","SEA","DFW","200","0","0","0","0","0"
"AA","10/07/2023","2371","N933AM","SEA","DFW","203","0","0","0","0","0"
"AA","10/07/2023","2748","N150NN","SEA","DFW","205","0","0","0","0","0"
"AA","10/07/2023","2767","N909AM","SEA","DFW","208","0","0","0","0","0"
"AA","10/07/2023","2769","N907AA","SEA","DFW","203","0","0","0","0","0"
"AA","10/08/2023","0668","N997AA","SEA","DFW","195","0","0","0","0","0"
"AA","10/08/2023","1326","N975UY","SEA","DFW","195","46","0","0","0","0"
"AA","10/08/2023","1667","N457AM","SEA","DFW","199","0","0","0","0","0"
"AA","10/08/2023","1992","N146AA","SEA","DFW","198","0","0","0","0","0"
"AA","10/08/2023","2371","N155NN","SEA","DFW","205","0","0","0","0","0"
"AA","10/08/2023","2748","N154AA","SEA","DFW","196","0","0","0","0","0"
"AA","10/08/2023","2767","N131NN","SEA","DFW","198","0","0","0","0","0"
"AA","10/08/2023","2769","N989AU","SEA","DFW","197","0","0","0","0","0"
"AA","10/09/2023","0668","N443AA","SEA","DFW","196","0","0","0","0","0"
"AA","10/09/2023","1326","N536UW","SEA","DFW","197","0","0","0","0","0"
"AA","10/09/2023","1667","N903AA","SEA","DFW","196","0","0","0","0","0"
"AA","10/09/2023","1992","N902AA","SEA","DFW","203","0","0","0","0","0"
"AA","10/09/2023","2371","N905AU","SEA","DFW","198","0","0","0","0","0"
"AA","10/09/2023","2748","N147AA","SEA","DFW","194","0","0","0","0","0"
"AA","10/09/2023","2767","N163AA","SEA","DFW","195","0","0","0","0","0"
"AA","10/09/2023","2769","N131NN","SEA","DFW","202","0","0","0","0","0"
"AA","10/10/2023","0668","N421UW","SEA","DFW","201","0","0","0","0","0"
"AA","10/10/2023","1326","N507AY","SEA","DFW","184","0","0","0","0","0"
"AA","10/10/2023","1667","N987AM","SEA","DFW","192","0","0","0","0","0"
"AA","10/10/2023","1992","N998AN","SEA","DFW","192","0","0","0","0","0"
"AA","10/10/2023","2371","N996AN","SEA","DFW","195","0","0","0","0","0"
"AA","10/10/2023","2748","N988AL","SEA","DFW","203","0","0","0","0","0"
"AA","10/10/2023","2767","N147AA","SEA","DFW","197","0","0","0","0","0"
"AA","10/10/2023","2769","N901AA","SEA","DFW","193","0","0","0","0","0"
"AA","10/11/2023","0668","N450AN","SEA","DFW","184","0","0","0","0","0"
"AA","10/11/2023","1326","N998AN","SEA","DFW","188","0","0","0","0","0"
"AA","10/11/2023","1667","N989AU","SEA","DFW","195","0","0","0","0","0"
"AA","10/11/2023","1992","N137AA","SEA","DFW","214","0","0","0","0","0"
"AA","10/11/2023","2371","N173US","SEA","DFW","196","67","0","0","0","0"
"AA","10/11/2023","2748","N128AN","SEA","DFW","196","0","0","0","0","0"
"AA","10/11/2023","2767","N160AN","SEA","DFW","198","0","0","0","0","0"
"AA","10/11/2023","2769","N929AA","SEA","DFW","197","0","0","0","0","0"
"AA","10/12/2023","0668","N426AN","SEA","DFW","191","0","0","0","0","0"
"AA","10/12/2023","1326","N523UW","SEA","DFW","192","0","0","0","0","0"
"AA","10/12/2023","1667","N198UW","SEA","DFW","204","0","0","0","0","0"
"AA","10/12/2023","1992","N905AU","SEA","DFW","200","0","0","0","0","0"
"AA","10/12/2023","2371","N900UW","SEA","DFW","186","0","0","0","0","0"
"AA","10/12/2023","2748","N993AN","SEA","DFW","200","0","0","0","0","0"
"AA","10/12/2023","2767","N901AA","SEA","DFW","197","0","0","0","0","0"
"AA","10/12/2023","2769","N135NN","SEA","DFW","203","0","0","0","0","0"
"AA","10/13/2023","0668","N459AN","SEA","DFW","193","0","0","0","0","0"
"AA","10/13/2023","1326","N534UW","SEA","DFW","197","0","0","0","0","0"
"AA","10/13/2023","1667","N928AM","SEA","DFW","192","0","0","0","0","0"
"AA","10/13/2023","1992","N137AA","SEA","DFW","199","0","0","0","0","0"
"AA","10/13/2023","2371","N148AN","SEA","DFW","199","0","0","0","0","0"
"AA","10/13/2023","2748","N145AN","SEA","DFW","189","0","0","0","0","0"
"AA","10/13/2023","2767","N931AM","SEA","DFW","204","0","0","0","0","0"
"AA","10/13/2023","2769","N123NN","SEA","DFW","198","0","0","0","0","0"
"AA","10/14/2023","0668","N413AN","SEA","DFW","197","0","0","0","0","0"
"AA","10/14/2023","1326","N536UW","SEA","DFW","187","0","0","0","0","0"
"AA","10/14/2023","1667","N164NN","SEA","DFW","194","0","0","0","0","0"
"AA","10/14/2023","2371","N144AN","SEA","DFW","191","0","0","0","0","0"
"AA","10/14/2023","2748","N155NN","SEA","DFW","205","0","0","0","0","0"
"AA","10/14/2023","2767","N198UW","SEA","DFW","194","0","0","0","0","0"
"AA","10/14/2023","2769","N429AN","SEA","DFW","195","0","0","0","0","0"
"AA","10/15/2023","0668","N160AN","SEA","DFW","189","0","0","0","0","0"
"AA","10/15/2023","1326","N151UW","SEA","DFW","190","0","0","0","0","0"
"AA","10/15/2023","1667","N448AN","SEA","DFW","192","0","0","0","0","0"
"AA","10/15/2023","1992","N159AN","SEA","DFW","190","0","0","0","0","0"
"AA","10/15/2023","2371","N160AN","SEA","DFW","197","0","0","0","0","0"
"AA","10/15/2023","2748","N167AN","SEA","DFW","196","0","0","0","0","0"
"AA","10/15/2023","2767","N118NN","SEA","DFW","196","0","0","0","0","0"
"AA","10/15/2023","2769","N143AN","SEA","DFW","196","0","0","0","0","0"
"AA","10/16/2023","0668","N402AN","SEA","DFW","198","0","0","0","0","0"
"AA","10/16/2023","1326","N507AY","SEA","DFW","192","5","0","0","0","25"
"AA","10/16/2023","1667","N127AA","SEA","DFW","197","31","0","0","0","0"
"AA","10/16/2023","1992","N906AA","SEA","DFW","207","0","0","0","0","0"
"AA","10/16/2023","2371","N162AA","SEA","DFW","197","0","0","0","0","0"
"AA","10/16/2023","2748","N931AM","SEA","DFW","193","0","0","0","0","0"
"AA","10/16/2023","2767","N119NN","SEA","DFW","200","0","0","0","0","0"
"AA","10/16/2023","2769","N586UW","SEA","DFW","197","0","0","25","0","190"
"AA","10/17/2023","0668","N406AN","SEA","DFW","193","0","0","0","0","0"
"AA","10/17/2023","1326","N170US","SEA","DFW","193","0","0","0","0","0"
"AA","10/17/2023","1667","N989AU","SEA","DFW","196","0","0","0","0","0"
"AA","10/17/2023","1992","N141NN","SEA","DFW","197","0","0","0","0","0"
"AA","10/17/2023","2371","N921US","SEA","DFW","193","0","0","0","0","0"
"AA","10/17/2023","2748","N161AA","SEA","DFW","196","0","0","0","0","0"
"AA","10/17/2023","2767","N928AM","SEA","DFW","188","0","0","0","0","0"
"AA","10/17/2023","2769","N136AN","SEA","DFW","198","0","0","0","0","0"
"AA","10/18/2023","0668","N416AN","SEA","DFW","185","0","0","0","0","39"
"AA","10/18/2023","1326","N155NN","SEA","DFW","191","0","0","0","0","0"
"AA","10/18/2023","1667","N165NN","SEA","DFW","190","0","0","0","0","0"
"AA","10/18/2023","1992","N145AN","SEA","DFW","188","0","0","0","0","0"
"AA","10/18/2023","2371","N147AA","SEA","DFW","194","0","0","0","0","0"
"AA","10/18/2023","2748","N141NN","SEA","DFW","192","0","0","0","0","0"
"AA","10/18/2023","2767","N123NN","SEA","DFW","197","0","0","0","0","0"
"AA","10/18/2023","2769","N585UW","SEA","DFW","185","12","0","0","0","272"
"AA","10/19/2023","0668","N443AA","SEA","DFW","197","0","0","0","0","0"
"AA","10/19/2023","1326","N561UW","SEA","DFW","200","0","0","0","0","0"
"AA","10/19/2023","1667","N163AA","SEA","DFW","193","0","0","0","0","0"
"AA","10/19/2023","1992","N542UW","SEA","DFW","194","32","0","0","0","90"
"AA","10/19/2023","2371","N140AN","SEA","DFW","188","0","0","0","0","0"
"AA","10/19/2023","2748","N901AA","SEA","DFW","197","0","0","0","0","0"
"AA","10/19/2023","2767","N166NN","SEA","DFW","200","0","0","0","0","0"
"AA","10/19/2023","2769","N122NN","SEA","DFW","190","0","0","0","0","0"
"AA","10/20/2023","0668","N435AN","SEA","DFW","199","0","0","0","0","0"
"AA","10/20/2023","1326","N508AY","SEA","DFW","202","0","0","0","0","0"
"AA","10/20/2023","1667","N118NN","SEA","DFW","199","0","0","0","0","0"
"AA","10/20/2023","1992","N126AN","SEA","DFW","208","0","0","0","0","0"
"AA","10/20/2023","2371","N167AN","SEA","DFW","203","0","0","17","0","0"
"AA","10/20/2023","2748","N906AA","SEA","DFW","208","0","0","0","0","0"
"AA","10/20/2023","2767","N125AA","SEA","DFW","212","0","0","0","0","0"
"AA","10/20/2023","2769","N138AN","SEA","DFW","207","0","0","0","0","0"
"AA","10/21/2023","0668","N452AN","SEA","DFW","200","0","0","0","0","0"
"AA","10/21/2023","1326","N573UW","SEA","DFW","191","0","0","0","0","0"
"AA","10/21/2023","1667","N166NN","SEA","DFW","196","0","0","0","0","0"
"AA","10/21/2023","2371","N438AN","SEA","DFW","196","0","0","0","0","0"
"AA","10/21/2023","2748","N131NN","SEA","DFW","195","0","0","0","0","0"
"AA","10/21/2023","2767","N905AU","SEA","DFW","193","0","0","0","0","0"
"AA","10/21/2023","2769","N143AN","SEA","DFW","192","0","0","0","0","0"
"AA","10/22/2023","0668","N909AM","SEA","DFW","191","0","0","0","0","0"
"AA","10/22/2023","1326","N157UW","SEA","DFW","207","0","0","0","0","0"
"AA","10/22/2023","1667","N408AN","SEA","DFW","194","0","0","0","0","0"
"AA","10/22/2023","1992","N145AN","SEA","DFW","195","0","0","0","0","0"
"AA","10/22/2023","2371","N996AN","SEA","DFW","196","7","0","0","0","138"
"AA","10/22/2023","2748","N145AN","SEA","DFW","194","0","0","0","0","0"
"AA","10/22/2023","2767","N165NN","SEA","DFW","198","0","0","0","0","0"
"AA","10/22/2023","2769","N901AA","SEA","DFW","200","0","0","0","0","0"
"AA","10/23/2023","0668","N451AN","SEA","DFW","201","0","0","0","0","0"
"AA","10/23/2023","1326","N135NN","SEA","DFW","201","0","0","0","0","0"
"AA","10/23/2023","1667","N155NN","SEA","DFW","198","0","0","0","0","0"
"AA","10/23/2023","1992","N137AA","SEA","DFW","193","0","0","0","0","0"
"AA","10/23/2023","2371","N981UY","SEA","DFW","200","0","0","0","0","0"
"AA","10/23/2023","2748","N137AA","SEA","DFW","196","0","0","0","0","0"
"AA","10/23/2023","2767","N447AN","SEA","DFW","199","0","0","12","0","21"
"AA","10/23/2023","2769","N160AN","SEA","DFW","201","0","0","0","0","0"
"AA","10/24/2023","0668","N426AN","SEA","DFW","196","0","0","0","0","0"
"AA","10/24/2023","1326","N187US","SEA","DFW","201","0","0","0","0","22"
"AA","10/24/2023","1667","N582UW","SEA","DFW","193","650","0","0","0","0"
"AA","10/24/2023","1992","N994AN","SEA","DFW","194","0","0","0","0","77"
"AA","10/24/2023","2371","N906AA","SEA","DFW","200","0","0","0","0","0"
"AA","10/24/2023","2748","N909AM","SEA","DFW","197","0","0","0","0","0"
"AA","10/24/2023","2767","N142AN","SEA","DFW","207","0","0","0","0","0"
"AA","10/24/2023","2769","N900UW","SEA","DFW","196","0","0","0","0","0"
"AA","10/25/2023","0668","N459AN","SEA","DFW","196","0","0","0","0","0"
"AA","10/25/2023","1326","N561UW","SEA","DFW","0","0","0","0","0","0"
"AA","10/25/2023","1667","N130AN","SEA","DFW","205","0","0","0","0","0"
"AA","10/25/2023","1992","N160AN","SEA","DFW","218","0","0","136","0","0"
"AA","10/25/2023","2371","N163AA","SEA","DFW","211","0","0","0","0","0"
"AA","10/25/2023","2748","N131NN","SEA","DFW","198","0","0","0","0","0"
"AA","10/25/2023","2767","N991AU","SEA","DFW","0","0","0","0","0","0"
"AA","10/25/2023","2769","N544UW","SEA","DFW","0","0","0","0","0","0"
"AA","10/26/2023","0668","N452AN","SEA","DFW","192","545","0","0","0","19"
"AA","10/26/2023","1326","N199UW","SEA","DFW","197","0","0","0","0","0"
"AA","10/26/2023","1667","N126AN","SEA","DFW","195","0","0","0","0","0"
"AA","10/26/2023","1992","N162AA","SEA","DFW","195","0","0","0","0","0"
"AA","10/26/2023","2371","N556UW","SEA","DFW","193","0","0","0","0","0"
"AA","10/26/2023","2748","N126AN","SEA","DFW","0","0","0","0","0","0"
"AA","10/26/2023","2767","N146AA","SEA","DFW","196","0","0","0","0","0"
"AA","10/26/2023","2769","N901AA","SEA","DFW","193","17","0","4","0","0"
"AA","10/27/2023","0668","N466AN","SEA","DFW","193","0","0","0","0","0"
"AA","10/27/2023","1326","N919US","SEA","DFW","201","0","0","0","0","0"
"AA","10/27/2023","1667","N905AU","SEA","DFW","196","0","0","0","0","0"
"AA","10/27/2023","1992","N902AA","SEA","DFW","211","0","0","0","0","0"
"AA","10/27/2023","2371","N124AA","SEA","DFW","224","0","0","17","0","0"
"AA","10/27/2023","2748","N157AA","SEA","DFW","199","0","0","0","0","0"
"AA","10/27/2023","2767","N145AN","SEA","DFW","207","0","0","0","0","0"
"AA","10/27/2023","2769","N135NN","SEA","DFW","205","0","10","17","0","0"
"AA","10/28/2023","0668","N422AN","SEA","DFW","200","0","0","0","0","0"
"AA","10/28/2023","1667","N932AM","SEA","DFW","222","0","0","0","0","0"
"AA","10/28/2023","2371","N995AN","SEA","DFW","208","0","0","0","0","0"
"AA","10/28/2023","2748","N167AN","SEA","DFW","207","0","0","0","0","0"
"AA","10/28/2023","2767","N415AN","SEA","DFW","205","0","0","0","0","0"
"AA","10/29/2023","1326","N981UY","SEA","DFW","202","0","0","0","0","0"
"AA","10/29/2023","1667","N454AL","SEA","DFW","204","0","0","0","0","0"
"AA","10/29/2023","1992","N126AN","SEA","DFW","218","0","0","4","0","11"
"AA","10/29/2023","2371","N154AA","SEA","DFW","202","0","0","0","0","0"
"AA","10/29/2023","2748","N903AA","SEA","DFW","197","44","0","5","0","0"
"AA","10/29/2023","2767","N435AN","SEA","DFW","208","52","0","0","0","0"
"AA","10/29/2023","2769","N145AN","SEA","DFW","230","3","0","13","0","0"
"AA","10/30/2023","0668","N162AA","SEA","DFW","199","0","0","0","0","0"
"AA","10/30/2023","1326","N919US","SEA","DFW","192","0","0","0","0","0"
"AA","10/30/2023","1667","N453AA","SEA","DFW","200","0","0","0","0","0"
"AA","10/30/2023","2371","N993AN","SEA","DFW","197","0","0","0","0","0"
"AA","10/30/2023","2748","N149AN","SEA","DFW","209","0","0","0","0","0"
"AA","10/30/2023","2767","N155NN","SEA","DFW","217","0","0","0","0","0"
"AA","10/30/2023","2769","N992AU","SEA","DFW","199","0","0","0","0","0"
"AA","10/31/2023","1326","N580UW","SEA","DFW","191","0","0","0","0","0"
"AA","10/31/2023","1667","N469AN","SEA","DFW","192","22","0","0","0","0"
"AA","10/31/2023","2371","N146AA","SEA","DFW","194","0","0","0","0","0"
"AA","10/31/2023","2748","N987AM","SEA","DFW","196","0","0","0","0","0"
"AA","10/31/2023","2767","N507AY","SEA","DFW","194","0","0","0","0","0"
"AA","11/01/2023","0668","N434AN","SEA","DFW","187","0","0","0","0","0"
"AA","11/01/2023","1326","N534UW","SEA","DFW","192","0","0","0","0","0"
"AA","11/01/2023","1667","N932AM","SEA","DFW","194","562","0","0","0","0"
"AA","11/01/2023","1992","N988AL","SEA","DFW","191","0","0","0","0","0"
"AA","11/01/2023","2371","N152AA","SEA","DFW","185","0","0","0","0","87"
"AA","11/01/2023","2748","N909AM","SEA","DFW","193","0","0","0","0","0"
"AA","11/01/2023","2767","N120EE","SEA","DFW","188","0","0","0","0","0"
"AA","11/01/2023","2769","N147AA","SEA","DFW","188","0","0","0","0","0"
"AA","11/02/2023","0668","N447AN","SEA","DFW","187","16","0","0","0","32"
"AA","11/02/2023","1326","N913US","SEA","DFW","190","0","0","0","0","0"
"AA","11/02/2023","1667","N995AN","SEA","DFW","197","0","0","0","0","0"
"AA","11/02/2023","1992","N127AA","SEA","DFW","199","0","0","0","0","0"
"AA","11/02/2023","2371","N900UW","SEA","DFW","195","0","0","0","0","0"
"AA","11/02/2023","2748","N989AU","SEA","DFW","198","0","0","0","0","0"
"AA","11/02/2023","2767","N909AM","SEA","DFW","194","26","0","0","0","0"
"AA","11/02/2023","2769","N119NN","SEA","DFW","197","9","0","0","0","20"
"AA","11/03/2023","0668","N435AN","SEA","DFW","189","0","0","0","0","0"
"AA","11/03/2023","1326","N191UW","SEA","DFW","194","0","0","0","0","0"
"AA","11/03/2023","1667","N156AN","SEA","DFW","193","0","0","0","0","0"
"AA","11/03/2023","1992","N933AM","SEA","DFW","188","0","0","0","0","0"
"AA","11/03/2023","2371","N995AN","SEA","DFW","191","0","0","0","0","0"
"AA","11/03/2023","2748","N130AN","SEA","DFW","190","0","0","0","0","0"
"AA","11/03/2023","2767","N154AA","SEA","DFW","196","0","0","0","0","0"
"AA","11/03/2023","2769","N148AN","SEA","DFW","189","0","0","0","0","0"
"AA","11/04/2023","0668","N415AN","SEA","DFW","186","0","0","0","0","0"
"AA","11/04/2023","1326","N150UW","SEA","DFW","196","0","0","0","0","0"
"AA","11/04/2023","1667","N166NN","SEA","DFW","196","0","0","0","0","0"
"AA","11/04/2023","2371","N156AN","SEA","DFW","197","9","0","0","0","276"
"AA","11/04/2023","2748","N930AU","SEA","DFW","199","0","0","0","0","0"
"AA","11/04/2023","2767","N157AA","SEA","DFW","206","9","0","11","0","0"
"AA","11/04/2023","2769","N900UW","SEA","DFW","198","0","0","24","0","0"
"AA","11/05/2023","0991","N906AA","SEA","DFW","200","78","0","4","0","0"
"AA","11/05/2023","1667","N402AN","SEA","DFW","194","0","0","0","0","0"
"AA","11/05/2023","1991","N157AA","SEA","DFW","200","0","0","0","0","0"
